a431d6d7-834c-4832-b6fa-da4ec149df10;a406a1d9-c3d9-415e-9f1f-eae303b8639e;Lenny;61;true;"{""last"": ""Christal"", ""income"": 50992}"
4ea91782-a2ed-4bb6-8158-a2fdf7e0d3fc;000d6e31-c79d-451e-9262-be778de9bd35;Leora;92;false;"{""last"": ""Sonny"", ""income"": 34521}"
0df79074-01b9-4d94-b9b3-69b263afcc45;960f394e-2dd2-4d9e-ad4f-fa4d3da16a0f;Dwana;13;false;"{""last"": ""Matilda"", ""income"": 88270}"
10ec0eb5-b2bf-4143-b115-9280e6a778f7;32cd7001-66ce-4ddb-a169-c091b4e2f955;Adriana;3;false;"{""last"": ""Sharen"", ""income"": 86766}"
1c0a4693-8e4b-4277-a115-3d63d7238b05;a3c576f2-07bf-4742-af74-11feb55ca68e;Edmundo;81;true;"{""last"": ""Emory"", ""income"": 46478}"
211fd887-0014-42c9-a7fb-d9fd8a0a54d3;2a18190d-9785-459a-ab51-3ca542771ae1;Antonia;92;false;"{""last"": ""Leanne"", ""income"": 84289}"
a3dac48f-ea40-451d-9c49-7e71ae6380c8;2372b49c-0348-46d1-8322-fda91e69da1c;Cameron;67;false;"{""last"": ""Sacha"", ""income"": 48337}"
985b0477-bc75-4185-9d17-38456b874862;c5825e65-43e1-468e-b927-98243e48b659;Ismael;15;false;"{""last"": ""Piper"", ""income"": 5380}"
fd2035b0-6c33-45de-8646-d0ddf44353a9;c2a394ab-71cb-4618-b958-e1f093eb85af;Corliss;70;false;"{""last"": ""Coral"", ""income"": 80825}"
5bb92b86-df98-423e-bd72-3a205b88bd20;4502450f-5e45-4c7d-97d5-3c12902e7fae;Zachariah;14;false;"{""last"": ""Duncan"", ""income"": 32874}"
710df05b-9c6f-418f-b04a-a9459ab02515;f64435ed-788e-497d-a60b-40dd4d996a23;Dan;0;false;"{""last"": ""Blanca"", ""income"": 37866}"
c9cf517a-9dec-4b67-b234-88a9432e7198;16eb6dea-8cd4-4dab-9538-a9711681ca91;Chi;83;true;"{""last"": ""Sydney"", ""income"": 30278}"
9c7fcba0-ffab-40cf-beca-7de7a7cab24e;03146274-ea38-46c3-be11-4e975aaa8309;Bret;0;true;"{""last"": ""Rickie"", ""income"": 59717}"
77c849ff-a301-4af9-bee4-27048ea5c3d9;a409b764-e179-4817-a6a0-abc834e22439;Eula;53;true;"{""last"": ""Eartha"", ""income"": 67786}"
a87d90b2-92bb-457a-85a9-df0b59bc2a00;3669d2ff-6918-40bc-a419-9e5315336f36;Melvin;76;true;"{""last"": ""Haywood"", ""income"": 56846}"
e690c199-1d5b-43db-946c-2dff0384232e;83fed159-2b05-4fdc-a9d7-6d4d6d9eff45;Grady;78;true;"{""last"": ""Vada"", ""income"": 10408}"
afd78877-a6d8-48b1-8699-b5e6375e089e;872115f5-754d-4a14-8001-a6a84d81165c;Willy;74;false;"{""last"": ""Garrett"", ""income"": 4007}"
8ada9f8a-7478-4d92-91eb-2cd75bf961ad;390fb36a-5a69-408b-bb8b-79cf9079218d;Emmett;97;false;"{""last"": ""Lucinda"", ""income"": 65811}"
bf1060f7-06f7-4f74-89ea-80207afb7f2d;16eb6dea-8cd4-4dab-9538-a9711681ca91;Kristin;74;false;"{""last"": ""Winona"", ""income"": 93873}"
30544f8a-db5a-4197-bb27-fbdc94608da4;d7f3d94e-6fed-4ce0-8e0b-ea9b33831192;Virgil;41;true;"{""last"": ""Bronwyn"", ""income"": 56606}"
3ff66d74-6adf-4039-bd67-970e6e9c8f11;83fed159-2b05-4fdc-a9d7-6d4d6d9eff45;Sherwood;37;true;"{""last"": ""Bobbie"", ""income"": 65201}"
a551007f-0810-4903-959e-581c59364219;17b3b46f-cc67-47dd-8f4c-a7f2e4d72099;Eulalia;60;true;"{""last"": ""Winston"", ""income"": 9339}"
00137c27-b81a-4995-bc2f-f61095729e7a;98a62dbe-8de8-43e5-966d-d1aa791615f0;Laquanda;95;false;"{""last"": ""Scott"", ""income"": 32903}"
17baab1d-4ee0-4ec4-a720-219136e4c9c1;60b87d0a-1619-47f3-b267-d5f345709490;Rodney;68;false;"{""last"": ""Myron"", ""income"": 17692}"
ac2aeb5e-fac2-4e7f-afce-e7252e26d20a;9f868cf7-96eb-4851-aac6-4554104e2e93;Craig;49;true;"{""last"": ""Corinne"", ""income"": 64280}"
59dc8332-5014-4e91-ab8d-5edd07f2d647;fb4676c2-857a-4950-b211-87be0fe2bb29;Salvatore;92;true;"{""last"": ""Eldon"", ""income"": 79380}"
05653fb7-a484-42dd-9619-3dab285dec58;32cd7001-66ce-4ddb-a169-c091b4e2f955;Larita;26;true;"{""last"": ""Deadra"", ""income"": 66820}"
95ae9d6b-9bf4-4757-9253-7d9970551497;afd10872-86d9-4efd-876e-18d4537612b5;Gwyn;42;true;"{""last"": ""Vernon"", ""income"": 6069}"
e0e222a3-883a-40c3-94fa-510ef7168dbf;30293e02-b3ed-448c-8043-8c8dae2d2871;Albertha;73;false;"{""last"": ""Ahmad"", ""income"": 75535}"
34c2d333-0f40-4a6d-8f11-fd0d40775598;e90357f0-d289-4356-bf02-affe4116209e;Thanh;45;false;"{""last"": ""Trisha"", ""income"": 11155}"
fc86cb1d-b0ac-4093-a0b6-0e4e2d4096c3;1e87ef69-83df-4744-9a3b-8164180bf16e;Oscar;41;false;"{""last"": ""Lorina"", ""income"": 63420}"
8a24d5ba-3546-4378-b5c6-6f4ae9774a3c;cb4b434f-4ea7-4bb6-99b5-eb57c393dd1c;Alba;60;true;"{""last"": ""Toby"", ""income"": 38559}"
340d463e-cc8a-4d38-8beb-442974f33aee;623d8fe3-6f7a-4bba-a616-3664507eb840;Mathew;66;true;"{""last"": ""Percy"", ""income"": 68332}"
855cf085-f95a-404a-98c0-9592a3d74f10;16eb6dea-8cd4-4dab-9538-a9711681ca91;Britni;25;false;"{""last"": ""Lorinda"", ""income"": 10028}"
66f8382f-61aa-433a-a572-c47c0979dd6d;b56fe092-c67b-41dd-885b-b8a3028615ee;Sharri;61;false;"{""last"": ""Marty"", ""income"": 23747}"
b6e79dbb-aede-4143-b3e5-f9e954ce757d;fdd799f9-f0f0-4fe5-8d6a-bb1606693fb8;Julee;30;false;"{""last"": ""Yetta"", ""income"": 26733}"
1a52cdb9-df82-4c7d-bec0-c0235a7e3bd7;2e8dbf12-5fa7-40b7-9a54-988d4003acd1;Herma;0;false;"{""last"": ""Andrea"", ""income"": 41058}"
d453cc50-40a1-4464-be89-f473110608a6;60b87d0a-1619-47f3-b267-d5f345709490;Minnie;42;false;"{""last"": ""Juan"", ""income"": 62707}"
2985cde2-23e0-4661-a7ed-2e929163bc13;b9e68fad-7341-41e4-b93c-447e29d29fe1;Denisha;57;false;"{""last"": ""Earlie"", ""income"": 56364}"
3e2ed435-f465-4bfc-b4a6-cede7e9a234a;48b8e980-34cb-49aa-b58a-1df3e473abd8;Luis;23;false;"{""last"": ""Deadra"", ""income"": 80594}"
c3faefbb-a22d-479d-bc01-18d67b7f6022;4b6f54e8-a32f-4e17-b6b2-1c0c56e8ee70;Sophie;18;true;"{""last"": ""Lashon"", ""income"": 31236}"
99d87617-8656-4921-9cd8-c7bb2259cb47;de48bcb7-80c7-4391-9e75-171c11cadc7e;Tatum;44;false;"{""last"": ""Kaila"", ""income"": 43388}"
360653c0-9d8c-4a17-80e1-b47e9c82ffae;32d1f78e-10e8-48c9-a773-3667000728fb;Opal;7;true;"{""last"": ""Sofia"", ""income"": 96813}"
fc18f960-193a-4b31-a57c-af6f6aa7ee57;3669d2ff-6918-40bc-a419-9e5315336f36;Kanisha;12;false;"{""last"": ""Susanne"", ""income"": 98243}"
